sensor,x,y,z,t_ms
acc,-0.035,-0.050,0.8789,2850.3
acc,-0.035,-0.039,0.9140,2851.2
comp,357.88,-34.96,642.16,2854.9
acc,-0.027,-0.035,0.8671,2855.8
acc,-0.027,-0.035,0.8671,2856.8
acc,-0.046,-0.011,0.8437,2857.7
acc,-0.035,-0.019,0.8710,2858.6
gyr,-5,64,6,2860.5
acc,-0.035,-0.027,0.8984,2861.4
acc,-0.027,0.0156,0.9023,2862.3
acc,-0.023,0.0,0.8828,2863.2
acc,-0.023,0.0,0.8828,2864.2
gyr,-4,64,7,2866.5
acc,-0.027,-0.023,0.8710,2867.5
acc,-0.070,0.0312,0.8984,2868.4
acc,-0.054,-0.007,0.9453,2869.3
acc,-0.054,-0.007,0.9453,2870.2
acc,0.0156,-0.027,0.8554,2871.1
comp,356.96,-34.04,642.16,2874.7
acc,-0.035,-0.035,0.8945,2875.7
acc,-0.031,-0.039,0.9648,2876.6
acc,-0.031,-0.039,0.9648,2877.5
acc,-0.023,-0.039,0.8593,2878.4
gyr,-3,61,3,2880.3
acc,-0.042,-0.046,0.875,2881.3
acc,-0.042,-0.046,0.875,2882.2
acc,-0.066,-0.035,0.8945,2883.1
acc,-0.019,-0.035,0.9296,2884.0
gyr,-6,64,7,2885.9
acc,-0.039,-0.027,0.875,2886.8
acc,-0.046,-0.035,0.8828,2887.7
acc,-0.062,-0.074,0.8906,2888.7
acc,-0.062,-0.074,0.8906,2889.6
acc,-0.011,-0.035,0.8945,2890.5
comp,356.96,-34.04,642.16,2894.1
acc,-0.035,-0.035,0.8945,2895.0
acc,-0.019,-0.050,0.8828,2895.9
acc,-0.019,-0.050,0.8828,2896.8
acc,0.0156,-0.035,0.8515,2897.8
gyr,-6,64,3,2899.6
acc,-0.035,-0.039,0.8945,2900.6
acc,-0.011,-0.031,0.8867,2901.5
acc,-0.023,-0.031,0.9218,2902.4
acc,0.0078,-0.019,0.8867,2903.4
gyr,-8,63,6,2905.3
acc,-0.023,-0.031,0.8906,2906.3
acc,0.0195,-0.027,0.8515,2907.2
acc,0.0234,-0.054,0.8632,2908.1
acc,0.0234,-0.054,0.8632,2909.1
acc,-0.015,-0.035,0.8320,2910.0
comp,356.96,-34.04,642.16,2913.6
acc,-0.039,-0.035,0.8828,2914.6
acc,0.0,-0.031,0.8906,2915.5
acc,0.0,-0.031,0.8906,2916.4
acc,-0.035,-0.039,0.9062,2917.3
gyr,-6,62,7,2919.2
acc,-0.054,-0.050,0.875,2920.2
acc,-0.054,-0.050,0.875,2921.1
acc,-0.027,-0.015,0.875,2922.0
acc,0.0156,-0.023,0.8437,2923.0
gyr,-7,66,3,2924.9
acc,-0.031,-0.027,0.8828,2925.9
acc,-0.054,-0.027,0.8906,2926.8
acc,-0.039,0.0,0.9257,2927.7
acc,-0.062,-0.019,0.8828,2928.6
acc,-0.062,-0.019,0.8828,2929.5
comp,356.96,-34.04,646.76,2933.2
acc,-0.042,-0.031,0.8867,2934.1
acc,-0.019,-0.023,0.9375,2935.1
acc,-0.035,-0.015,0.8242,2936.0
acc,-0.035,-0.015,0.8242,2936.9
gyr,-7,62,10,2938.8
acc,-0.035,-0.027,0.8828,2939.8
acc,-0.035,-0.027,0.8828,2940.7
acc,-0.031,-0.007,0.875,2941.6
acc,-0.050,-0.027,0.9062,2942.5
gyr,-6,66,4,2944.5
acc,-0.035,-0.031,0.8906,2945.4
acc,-0.042,-0.031,0.8789,2946.3
acc,0.0234,-0.035,0.9257,2947.3
acc,-0.027,-0.015,0.8867,2948.2
acc,-0.027,-0.015,0.8867,2949.1
comp,357.88,-34.04,646.76,2952.8
acc,-0.031,-0.031,0.8828,2953.7
acc,-0.023,0.0,0.8984,2954.6
acc,-0.015,-0.042,0.8593,2955.6
acc,-0.015,-0.042,0.8593,2956.5
gyr,-10,64,9,2958.4
acc,-0.031,-0.031,0.8828,2959.3
acc,-0.031,0.0117,0.8710,2960.3
acc,-0.031,0.0117,0.8710,2961.2
acc,-0.027,0.0039,0.8320,2962.1
gyr,-10,62,5,2964.0
acc,-0.035,-0.039,0.875,2965.0
acc,-0.042,-0.007,0.8828,2965.9
acc,-0.031,0.0,0.8632,2966.8
acc,-0.050,-0.046,0.8593,2967.7
acc,-0.050,-0.046,0.8593,2968.6
comp,357.88,-34.04,646.76,2972.3
acc,-0.035,-0.023,0.8945,2973.3
acc,-0.039,-0.066,0.8906,2974.2
acc,-0.042,-0.007,0.875,2975.1
acc,-0.035,0.0195,0.9140,2976.0
gyr,-6,65,5,2977.9
acc,-0.027,-0.039,0.8906,2978.9
acc,-0.007,-0.035,0.8789,2979.8
acc,-0.007,-0.035,0.8789,2980.7
acc,-0.023,-0.042,0.9062,2981.6
gyr,-7,64,6,2983.6
acc,-0.015,-0.027,0.8632,2984.5
acc,-0.015,-0.027,0.8632,2985.4
acc,-0.042,-0.007,0.9179,2986.4
acc,-0.039,-0.011,0.9062,2987.3
acc,-0.015,-0.011,0.9257,2988.2
comp,357.88,-34.04,646.76,2991.9
acc,-0.031,-0.042,0.8906,2992.9
acc,-0.039,-0.023,0.8398,2993.8
acc,-0.027,-0.019,0.9218,2994.7
acc,-0.027,-0.050,0.8828,2995.6
gyr,-4,63,2,2997.5
acc,-0.039,-0.031,0.8789,2998.5
acc,-0.027,-0.023,0.8710,2999.4
acc,-0.050,-0.019,0.9257,3000.3
acc,-0.050,-0.019,0.9257,3001.2
gyr,-6,66,2,3003.2
acc,-0.035,-0.039,0.8554,3004.1
acc,0.0117,-0.039,0.8789,3005.1
acc,0.0117,-0.039,0.8789,3006.0
acc,-0.058,-0.027,0.8632,3006.9
acc,-0.046,-0.011,0.7773,3007.8
comp,356.96,-34.04,642.16,3011.5
acc,-0.042,-0.023,0.8789,3012.4
acc,-0.042,-0.023,0.8789,3013.4
acc,-0.019,-0.035,0.8789,3014.3
acc,-0.039,-0.019,0.8984,3015.2
gyr,-8,63,2,3017.1
acc,-0.031,-0.031,0.8906,3018.0
acc,-0.039,-0.015,0.8710,3018.9
acc,-0.031,-0.011,0.8984,3019.8
acc,-0.031,-0.011,0.8984,3020.8
gyr,-4,65,5,3022.7
acc,-0.035,-0.027,0.8984,3023.6
acc,-0.035,0.0351,0.8671,3024.6
acc,-0.035,0.0351,0.8671,3025.5
acc,-0.035,-0.058,0.8554,3026.4
acc,-0.031,-0.050,0.8789,3027.3
comp,356.96,-34.04,642.16,3031.0
acc,-0.042,-0.031,0.8828,3032.0
acc,-0.042,-0.031,0.8828,3032.9
acc,-0.023,-0.039,0.9218,3033.8
acc,-0.039,-0.046,0.7968,3034.7
gyr,-7,63,3,3036.6
acc,-0.035,-0.035,0.8906,3037.5
acc,-0.031,-0.046,0.8828,3038.5
acc,0.0156,-0.027,0.875,3039.4
acc,-0.031,0.0,0.8593,3040.3
gyr,-9,62,2,3042.1
acc,-0.035,-0.023,0.8828,3043.1
acc,-0.023,0.0664,0.8632,3044.0
acc,-0.023,0.0664,0.8632,3044.9
acc,-0.035,0.0078,0.8828,3045.8
acc,-0.015,-0.050,0.8906,3046.7
comp,356.96,-34.04,642.16,3050.4
acc,-0.027,-0.035,0.875,3051.4
acc,-0.027,-0.035,0.875,3052.3
acc,-0.035,-0.015,0.8554,3053.2
acc,-0.023,-0.007,0.7773,3054.1
gyr,-6,66,5,3056.0
acc,-0.027,-0.035,0.8828,3056.9
acc,-0.042,-0.007,0.8710,3057.9
acc,-0.023,-0.050,0.9335,3058.8
acc,0.0,-0.007,0.9179,3059.7
gyr,-7,64,6,3061.6
acc,-0.031,-0.035,0.8828,3062.6
acc,-0.035,-0.042,0.8984,3063.5
acc,-0.035,-0.042,0.8984,3064.5
acc,-0.027,-0.035,0.8476,3065.4
acc,-0.015,-0.019,0.7968,3066.3
comp,356.96,-34.04,642.16,3069.9
acc,-0.031,-0.031,0.875,3070.9
acc,-0.078,-0.011,0.8632,3071.8
acc,-0.078,-0.011,0.8632,3072.7
acc,-0.027,-0.046,0.8710,3073.7
gyr,-7,62,5,3075.5
acc,-0.035,-0.027,0.8789,3076.5
acc,-0.050,-0.011,0.9218,3077.4
acc,-0.035,-0.039,0.8867,3078.4
acc,-0.015,-0.031,0.8203,3079.3
gyr,-8,65,3,3081.2
acc,-0.035,-0.039,0.8906,3082.2
acc,-0.007,-0.035,0.8789,3083.1
acc,-0.042,-0.027,0.8710,3084.0
acc,-0.042,-0.027,0.8710,3084.9
acc,-0.027,-0.035,0.875,3085.8
comp,356.96,-34.04,642.16,3089.5
acc,-0.035,-0.027,0.8828,3090.4
acc,0.0195,0.0312,0.8828,3091.4
acc,0.0195,0.0312,0.8828,3092.3
acc,-0.035,0.0,0.8906,3093.2
gyr,-7,66,3,3095.1
acc,-0.035,-0.027,0.8906,3096.1
acc,-0.035,-0.023,0.8593,3097.0
acc,-0.035,-0.015,0.8828,3097.9
acc,-0.031,-0.027,0.8281,3098.8
gyr,-7,64,8,3100.7
acc,-0.035,-0.039,0.8710,3101.7
acc,-0.019,-0.070,0.8906,3102.6
acc,-0.027,-0.050,0.8125,3103.5
acc,-0.027,-0.050,0.8125,3104.4
acc,-0.054,-0.031,0.9648,3105.3
comp,356.96,-34.04,642.16,3109.0
acc,-0.019,-0.039,0.8671,3110.0
acc,-0.015,-0.035,0.8632,3110.9
acc,-0.042,-0.015,0.8476,3111.9
acc,-0.042,-0.015,0.8476,3112.8
gyr,-7,64,4,3114.7
acc,-0.042,-0.035,0.9140,3115.6
acc,-0.042,-0.035,0.9140,3116.6
acc,-0.023,0.0078,0.8906,3117.5
acc,-0.042,-0.011,0.9179,3118.4
gyr,-6,64,5,3120.3
acc,-0.027,-0.039,0.8945,3121.2
acc,-0.042,-0.035,0.9218,3122.2
acc,-0.042,0.0273,0.9062,3123.1
acc,-0.042,0.0273,0.9023,3124.0
acc,-0.042,0.0273,0.9023,3124.9
comp,356.96,-34.04,642.16,3128.6
acc,-0.035,-0.035,0.8789,3129.6
acc,-0.007,-0.019,0.9101,3130.5
acc,-0.035,-0.011,0.8554,3131.4
acc,-0.035,-0.011,0.8554,3132.3
gyr,-4,62,4,3134.2
acc,-0.039,-0.031,0.8789,3135.2
acc,-0.007,-0.046,0.8671,3136.1
acc,-0.007,-0.046,0.8671,3137.0
acc,-0.027,-0.082,0.8867,3138.0
gyr,-7,64,4,3139.9
acc,-0.039,-0.023,0.8867,3140.8
acc,-0.027,-0.023,0.8632,3141.7
acc,0.0546,-0.046,0.8867,3142.7
acc,-0.019,0.0078,0.875,3143.6
acc,-0.019,0.0078,0.875,3144.5
comp,356.96,-34.04,642.16,3148.2
acc,-0.035,-0.031,0.8828,3149.2
acc,-0.054,-0.027,0.8906,3150.1
acc,-0.011,-0.015,0.875,3151.0
acc,-0.050,-0.058,0.9335,3151.9
gyr,-6,63,7,3153.8
acc,-0.039,-0.027,0.8828,3154.8
acc,-0.058,-0.023,0.8945,3155.7
acc,-0.058,-0.023,0.8945,3156.6
acc,-0.015,-0.031,0.8515,3157.5
gyr,-9,64,1,3159.4
acc,-0.027,-0.027,0.8828,3160.4
acc,-0.035,-0.035,0.8945,3161.3
acc,-0.023,-0.019,0.8867,3162.2
acc,-0.031,0.0078,0.8984,3163.1
acc,-0.046,0.0234,0.8867,3164.0
comp,356.96,-34.04,642.16,3167.8
acc,-0.039,-0.031,0.8828,3168.7
acc,-0.031,-0.019,0.8789,3169.7
acc,-0.046,-0.078,0.8828,3170.6
acc,-0.011,-0.023,0.8359,3171.5
gyr,-5,67,7,3173.4
acc,-0.035,-0.042,0.8867,3174.4
acc,-0.042,0.0,0.9023,3175.3
acc,-0.062,-0.007,0.9335,3176.2
acc,-0.062,-0.007,0.9335,3177.1
gyr,-8,64,5,3179.0
acc,-0.027,-0.035,0.9179,3180.0
acc,-0.027,-0.035,0.9179,3180.9
acc,-0.027,-0.011,0.9453,3181.8
acc,-0.054,-0.015,0.8867,3182.7
acc,-0.050,-0.015,0.8632,3183.6
comp,356.96,-34.04,642.16,3187.3
acc,-0.035,-0.042,0.8828,3188.3
acc,-0.027,-0.027,0.875,3189.2
acc,-0.015,-0.027,0.8554,3190.2
acc,-0.035,-0.019,0.9726,3191.1
gyr,-7,62,6,3193.0
acc,-0.027,-0.031,0.8710,3193.9
acc,0.0,0.0156,0.8906,3194.8
acc,-0.035,-0.035,0.875,3195.8
acc,-0.035,-0.035,0.875,3196.7
gyr,-10,63,6,3198.5
acc,-0.031,-0.039,0.875,3199.5
acc,-0.031,-0.039,0.875,3200.4
acc,-0.027,-0.023,0.875,3201.3
acc,-0.023,-0.027,0.9023,3202.2
acc,-0.011,-0.058,0.8984,3203.1
comp,356.96,-33.12,641.24,3206.9
acc,-0.039,-0.050,0.8906,3207.9
acc,-0.039,-0.050,0.8906,3208.8
acc,-0.023,-0.015,0.8242,3209.7
acc,-0.085,-0.023,0.8398,3210.6
gyr,-7,66,5,3212.5
acc,-0.035,-0.035,0.8867,3213.5
acc,-0.062,0.0,0.8867,3214.4
acc,-0.035,0.0234,0.9023,3215.3
acc,-0.027,0.0273,0.8632,3216.3
gyr,-7,64,8,3218.2
acc,-0.023,-0.027,0.8906,3219.1
acc,-0.031,-0.007,0.9375,3220.0
acc,-0.031,-0.007,0.9375,3221.0
acc,-0.035,-0.007,0.9414,3221.9
acc,-0.031,0.0351,0.9023,3222.8
comp,356.96,-33.12,641.24,3226.6
acc,-0.039,-0.031,0.8867,3227.5
acc,-0.050,-0.054,0.9023,3228.5
acc,-0.050,-0.054,0.9023,3229.4
acc,-0.027,-0.035,0.9023,3230.3
gyr,-6,64,4,3232.2
acc,-0.027,-0.035,0.8945,3233.1
acc,-0.027,-0.027,0.8984,3234.0
acc,-0.031,0.0117,0.9921,3235.0
acc,-0.035,0.0039,0.8828,3235.9
gyr,-6,63,6,3237.7
acc,-0.035,-0.035,0.8945,3238.7
acc,-0.058,-0.011,0.9062,3239.6
acc,-0.082,-0.042,0.9375,3240.5
acc,-0.082,-0.042,0.9375,3241.4
acc,-0.050,-0.019,0.8632,3242.3
comp,356.96,-33.12,641.24,3246.1
acc,-0.035,-0.035,0.8867,3247.0
acc,-0.035,-0.015,0.8671,3248.0
acc,-0.035,-0.015,0.8671,3248.9
acc,-0.031,-0.031,0.9726,3249.8
gyr,-5,62,4,3251.7
acc,-0.050,-0.042,0.8789,3252.7
acc,-0.050,-0.042,0.8789,3253.6
acc,0.0,-0.031,0.8359,3254.5
acc,0.0195,-0.050,0.875,3255.4
gyr,-9,62,4,3257.3
acc,-0.031,-0.042,0.8906,3258.3
acc,-0.031,-0.042,0.9726,3259.2
acc,-0.023,-0.023,0.9023,3260.2
acc,-0.023,-0.023,0.9023,3261.1
acc,-0.019,-0.015,0.8828,3262.0
comp,358.8,-34.96,643.08,3265.6
acc,-0.035,-0.027,0.8789,3266.6
acc,0.0,-0.058,0.8945,3267.5
acc,-0.023,-0.035,0.8710,3268.5
acc,-0.023,-0.035,0.8710,3269.4
gyr,-8,66,4,3271.3
acc,-0.023,-0.035,0.8828,3272.2
acc,-0.023,-0.035,0.8828,3273.2
acc,-0.046,-0.019,0.9257,3274.1
acc,-0.031,-0.019,0.8554,3275.0
gyr,-7,63,2,3276.9
acc,-0.039,-0.042,0.8906,3277.8
acc,-0.039,-0.031,0.9257,3278.8
acc,-0.042,0.0039,0.9062,3279.7
acc,-0.023,-0.007,0.8593,3280.6
acc,-0.023,-0.007,0.8593,3281.5
comp,358.8,-34.96,643.08,3285.2
acc,-0.019,-0.035,0.8671,3286.2
acc,0.0156,-0.019,0.8632,3287.1
acc,-0.042,-0.027,0.9609,3288.0
acc,-0.042,-0.027,0.9609,3288.9
gyr,-7,64,6,3290.8
acc,-0.039,-0.035,0.875,3291.8
acc,-0.046,-0.031,0.8515,3292.7
acc,-0.046,-0.031,0.8515,3293.6
acc,0.0039,-0.027,0.8593,3294.5
gyr,-5,64,0,3296.4
acc,-0.031,-0.027,0.8828,3297.4
acc,-0.039,-0.031,0.8828,3298.4
acc,-0.015,-0.031,0.8476,3299.3
acc,-0.031,-0.027,0.8085,3300.2
acc,-0.031,-0.027,0.8085,3301.1
comp,358.8,-34.96,643.08,3304.8
acc,-0.039,-0.035,0.8789,3305.7
acc,-0.046,-0.027,0.8867,3306.7
acc,-0.039,-0.023,1.0156,3307.6
acc,-0.062,-0.011,0.8359,3308.5
gyr,-7,64,6,3310.4
acc,-0.031,-0.035,0.8906,3311.4
acc,-0.023,-0.011,0.9921,3312.3
acc,-0.023,-0.011,0.9921,3313.2
acc,-0.039,-0.035,0.8593,3314.1
gyr,-5,62,6,3316.0
acc,-0.027,-0.031,0.8828,3317.0
acc,-0.027,-0.031,0.8828,3317.9
acc,-0.011,-0.050,0.8554,3318.8
acc,-0.023,-0.105,0.8867,3319.7
acc,-0.062,-0.039,0.9414,3320.6
comp,358.8,-34.96,643.08,3324.4
acc,-0.031,-0.027,0.8867,3325.3
acc,-0.031,-0.054,0.8945,3326.2
acc,-0.074,-0.027,0.9062,3327.2
acc,-0.031,-0.039,0.9023,3328.1
gyr,-5,63,9,3330.0
acc,-0.035,-0.035,0.8867,3330.9
acc,0.0078,-0.058,0.875,3331.9
acc,-0.039,-0.039,0.8398,3332.8
acc,-0.039,-0.039,0.8398,3333.7
gyr,-5,63,6,3335.6
acc,-0.050,-0.042,0.8867,3336.5
acc,-0.050,-0.042,0.8867,3337.5
acc,-0.007,-0.019,0.8710,3338.4
acc,-0.011,-0.023,0.9296,3339.3
acc,-0.027,-0.023,0.9062,3340.2
comp,358.8,-34.96,643.08,3343.9
acc,-0.027,-0.046,0.8828,3344.9
acc,-0.027,-0.046,0.8828,3345.8
acc,-0.046,-0.046,1.0390,3346.7
acc,-0.007,0.0,0.8945,3347.6
gyr,-5,63,4,3349.5
acc,-0.031,-0.039,0.8867,3350.5
acc,-0.007,-0.027,0.8984,3351.4
acc,-0.035,-0.019,0.8710,3352.3
acc,-0.035,-0.019,0.8710,3353.2
gyr,-4,66,7,3355.1
acc,-0.031,-0.031,0.8867,3356.1
acc,-0.031,-0.031,0.8867,3357.0
acc,-0.023,-0.027,0.8789,3357.9
acc,-0.007,-0.039,0.8593,3358.8
acc,-0.027,-0.023,0.8671,3359.7
comp,358.8,-34.96,643.08,3363.5
acc,-0.031,-0.062,0.8828,3364.5
acc,-0.031,-0.062,0.8828,3365.4
acc,-0.011,-0.023,0.8398,3366.3
acc,-0.019,-0.042,0.8710,3367.2
gyr,-8,64,2,3369.1
acc,-0.027,-0.035,0.8789,3370.1
acc,-0.062,-0.054,0.8984,3371.0
acc,-0.007,-0.011,0.9062,3372.0
acc,-0.007,-0.015,0.8203,3372.9
gyr,-7,63,2,3374.8
acc,-0.031,-0.031,0.8710,3375.8
acc,-0.031,-0.015,0.8984,3376.7
acc,-0.031,-0.015,0.8984,3377.6
acc,-0.015,-0.031,0.8320,3378.5
acc,-0.039,0.0117,0.8554,3379.4
comp,358.8,-34.96,643.08,3383.1
acc,-0.035,-0.031,0.8828,3384.0
acc,-0.039,-0.019,0.8789,3385.0
acc,-0.039,-0.019,0.8789,3385.9
acc,0.0195,-0.039,0.8515,3386.8
gyr,-8,64,2,3388.7
acc,-0.031,-0.042,0.8828,3389.6
acc,-0.031,-0.035,0.8828,3390.6
acc,-0.039,-0.015,0.8867,3391.5
acc,-0.039,-0.031,0.8398,3392.4
gyr,-6,62,2,3394.2
acc,-0.039,-0.027,0.8671,3395.2
acc,-0.019,-0.042,0.8945,3396.1
acc,-0.019,-0.042,0.8945,3397.0
acc,-0.031,-0.015,0.8710,3397.9
acc,0.0039,-0.027,0.8789,3398.8
comp,357.88,-34.04,643.08,3402.6
acc,-0.019,-0.031,0.875,3403.6
acc,-0.019,-0.023,0.9062,3404.5
acc,-0.019,-0.023,0.9062,3405.4
acc,-0.019,0.0,0.9687,3406.4
gyr,-6,64,6,3408.2
acc,-0.027,-0.027,0.8671,3409.2
acc,-0.031,-0.023,0.8593,3410.1
acc,-0.027,-0.035,0.8828,3411.0
acc,-0.011,0.0039,0.875,3411.9
gyr,-8,64,1,3413.8
acc,-0.039,-0.031,0.8828,3414.8
acc,-0.066,-0.015,0.8945,3415.7
acc,-0.019,-0.023,0.9140,3416.6
acc,-0.019,-0.023,0.9140,3417.6
acc,-0.011,-0.027,0.8007,3418.5
comp,357.88,-34.04,643.08,3422.2
acc,-0.042,-0.042,0.8828,3423.2
acc,-0.054,-0.027,1.0039,3424.1
acc,-0.050,-0.031,0.8789,3425.0
acc,-0.050,-0.031,0.8789,3425.9
gyr,-7,63,6,3427.8
acc,-0.031,-0.023,0.8984,3428.8
acc,-0.031,-0.023,0.8984,3429.7
acc,-0.019,-0.039,0.9023,3430.6
acc,-0.027,-0.042,0.8945,3431.5
gyr,-7,64,3,3433.4
acc,-0.042,-0.039,0.8828,3434.3
acc,-0.042,-0.023,0.8867,3435.3
acc,-0.035,-0.035,0.8789,3436.2
acc,-0.035,-0.035,0.8789,3437.1
acc,-0.046,-0.015,0.8554,3438.0
comp,357.88,-34.04,643.08,3441.8
acc,-0.035,-0.035,0.875,3442.8
acc,-0.042,-0.023,0.8828,3443.7
acc,-0.031,-0.027,0.8632,3444.6
acc,-0.031,-0.027,0.8632,3445.5
gyr,-6,62,6,3447.5
acc,-0.023,-0.035,0.8828,3448.4
acc,0.0585,-0.054,0.8476,3449.4
acc,0.0585,-0.054,0.8476,3450.3
acc,-0.039,-0.023,0.8476,3451.2
gyr,-5,61,8,3453.1
acc,-0.035,-0.031,0.8867,3454.0
acc,0.0117,-0.027,0.8789,3455.0
acc,-0.011,-0.007,0.9062,3455.9
acc,-0.031,-0.023,0.9179,3456.8
acc,-0.031,-0.023,0.9179,3457.7
comp,356.96,-33.12,641.24,3461.4
acc,-0.031,-0.039,0.8789,3462.3
acc,-0.046,-0.015,0.9062,3463.3
acc,-0.023,-0.015,0.8632,3464.2
acc,-0.042,-0.015,0.9179,3465.1
gyr,-9,62,3,3467.0
acc,-0.035,-0.042,0.8710,3468.0
acc,0.0,-0.031,0.8671,3468.9
acc,0.0,-0.031,0.8671,3469.8
acc,-0.039,-0.062,0.8945,3470.7
gyr,-9,64,5,3472.6
acc,-0.039,-0.011,0.875,3473.5
acc,-0.039,-0.011,0.875,3474.5
acc,-0.058,-0.015,0.9335,3475.4
acc,-0.031,-0.015,0.9414,3476.3
acc,-0.031,-0.054,0.8671,3477.2
comp,356.96,-33.12,641.24,3480.9
acc,-0.027,-0.042,0.8945,3481.9
acc,-0.035,-0.019,0.8945,3482.8
acc,-0.031,-0.015,0.8046,3483.8
acc,0.0117,-0.023,0.8554,3484.7
gyr,-5,63,5,3486.6
acc,-0.039,-0.031,0.8789,3487.6
acc,-0.039,-0.023,0.8867,3488.5
acc,-0.042,-0.015,0.8398,3489.4
acc,-0.042,-0.015,0.8398,3490.3
gyr,-7,63,5,3492.2
acc,-0.023,-0.039,0.8828,3493.2
acc,-0.023,-0.039,0.8828,3494.1
acc,-0.011,-0.023,0.8828,3495.0
acc,-0.015,-0.027,0.9335,3495.9
acc,-0.011,-0.035,0.8359,3496.8
comp,356.96,-33.12,641.24,3500.5
acc,-0.039,-0.027,0.9140,3501.5
acc,-0.039,-0.027,0.9140,3502.4
acc,-0.035,-0.050,0.9101,3503.3
acc,-0.089,-0.039,0.8945,3504.2
gyr,-5,61,2,3506.1
acc,-0.039,-0.023,0.8710,3507.1
acc,0.0039,-0.023,0.8632,3508.0
acc,-0.031,-0.007,0.8671,3508.9
acc,-0.031,-0.007,0.8671,3509.8
gyr,-8,62,6,3511.7
acc,-0.031,-0.027,0.8906,3512.7
acc,-0.011,-0.019,0.8945,3513.6
acc,-0.011,-0.019,0.8945,3514.5
acc,-0.035,-0.035,0.9296,3515.4
acc,-0.031,-0.015,0.9335,3516.3
comp,356.96,-33.12,641.24,3520.1
acc,-0.027,-0.027,0.8867,3521.1
acc,-0.027,-0.027,0.8867,3522.0
acc,-0.042,-0.027,0.9257,3522.9
acc,-0.007,-0.023,0.7890,3523.8
gyr,-7,66,7,3525.7
acc,-0.035,-0.039,0.875,3526.7
acc,-0.054,-0.031,0.9218,3527.6
acc,-0.039,-0.031,0.8593,3528.5
acc,-0.027,-0.039,0.8437,3529.4
gyr,-7,64,3,3531.3
acc,-0.019,-0.042,0.8671,3532.2
acc,-0.042,-0.027,0.9335,3533.2
acc,-0.042,-0.027,0.9335,3534.1
acc,-0.066,-0.035,0.8789,3535.0
acc,-0.031,-0.031,0.8476,3535.9
comp,356.96,-33.12,641.24,3539.7
acc,-0.027,-0.027,0.8984,3540.6
acc,-0.046,-0.023,0.8437,3541.6
acc,-0.046,-0.023,0.8437,3542.5
acc,-0.019,-0.011,0.8320,3543.4
gyr,-8,60,7,3545.3
acc,-0.035,-0.031,0.8984,3546.2
acc,-0.023,-0.035,0.8710,3547.1
acc,-0.019,0.0,0.9570,3548.1
acc,-0.027,0.0,0.8437,3549.0
gyr,-7,65,1,3550.9
acc,-0.046,-0.027,0.8867,3551.8
acc,-0.023,-0.035,0.8828,3552.7
acc,-0.074,-0.015,0.9257,3553.6
acc,-0.074,-0.015,0.9257,3554.6
acc,-0.050,-0.015,0.8593,3555.5
comp,356.96,-33.12,641.24,3559.2
acc,-0.019,-0.042,0.875,3560.2
acc,-0.019,-0.050,0.8828,3561.1
acc,-0.019,-0.050,0.8828,3562.0
acc,-0.023,-0.054,0.8593,3562.9